 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,n,lambda_exp,lambda_the,lambda_error
13,0.00443025,-0.01319175,0.013915796172874912,-0.7718826074037316,2.2983990488613903,-1.0,5.0,1.0,2.5,-1.0,27.0,8.247824714125938e-11,4.1629629629629624e-11,98.12390327526721
14,-2.475e-05,-0.01428075,0.014280771447124276,0.004126024097968244,2.380715904527677,0.0,5.0,1.0,2.5,0.0,26.0,8.536651120140479e-11,4.323076923076924e-11,97.46701879328505
15,-0.00398475,-0.01200375,0.012647855416037931,0.8187078517242103,2.466293839044982,1.0,5.0,1.0,2.5,1.0,27.0,7.768777412027872e-11,4.1629629629629624e-11,86.6165392568973
16,-0.00942975,-0.00923175,0.013196415919673039,1.799858105459417,1.7620658092817914,2.0,2.0,1.0,2.0,2.0,9.0,1.3825088718413768e-10,1.2488888888888888e-10,10.699108955270395
17,-0.00566775,-0.00853875,0.010248592177709093,1.6917035300276173,2.54863632253069,3.0,5.0,2.0,2.5,1.5,38.0,5.665639953802627e-11,5.915789473684212e-11,4.228506118994758
18,-0.00576675,-0.00586575,0.008225717514296247,2.5771048436481023,2.6213469868866963,5.0,5.0,2.0,2.5,2.5,54.0,4.015058616675781e-11,4.1629629629629624e-11,3.5528624108130797
19,-0.00764775,-0.00537075,0.009345214584213677,2.7000005839952106,1.8961169149739827,5.0,2.0,2.0,2.0,2.5,33.0,5.675510769417793e-11,6.812121212121213e-11,16.685117708724583
20,-0.00982575,-0.00329175,0.010362479487313834,2.8748460894844055,0.9631096471068664,3.0,1.0,1.0,1.0,3.0,11.0,1.0615328505772991e-10,1.021818181818182e-10,3.8866668714438495
21,-0.01022175,-2.475e-05,0.010221779963636471,3.0654548660996706,0.00742240887675465,3.0,0.0,1.0,0.0,3.0,10.0,1.1023280429870339e-10,1.124e-10,1.9281100545343444
22,-0.00863775,0.00284625,0.009094606320506677,3.205499619537904,-1.0562534562947248,3.0,-1.0,1.0,-1.0,3.0,11.0,9.627611501906231e-11,1.021818181818182e-10,5.779602739351838
23,-0.00715275,0.00710325,0.010080575039401274,2.1997574963041533,-2.184534261035613,2.0,-2.0,1.0,-2.0,2.0,9.0,1.1501762154318199e-10,1.2488888888888888e-10,7.904039689622956
24,-0.00645975,0.01264725,0.01420145424331607,1.087143417750786,-2.128468530538895,1.0,-2.0,1.0,-2.0,1.0,6.0,1.7711540232504067e-10,1.8733333333333338e-10,5.454411570263011
25,-0.01299375,0.00631125,0.014445394270320211,2.1244125695652167,-1.0318575337888196,2.0,-1.0,1.0,-1.0,2.0,6.0,1.789156847047189e-10,1.8733333333333338e-10,4.493406741253279
26,-0.01843875,0.00017325,0.01843956390821106,2.0147120851993225,-0.01893018066630236,2.0,0.0,1.0,0.0,2.0,5.0,2.2347595804777024e-10,2.248e-10,0.5889866335541578
27,-0.01527075,-0.00744975,0.016991014702630328,1.9050859052259237,0.9293855064392269,2.0,1.0,1.0,1.0,2.0,6.0,1.9578596181398842e-10,1.8733333333333338e-10,4.5120792601361375
28,0.00690525,0.01452825,0.016085786447202387,-0.9427055981599307,-1.9833985165587074,-1.0,-2.0,1.0,-2.0,-1.0,6.0,1.90166305183135e-10,1.8733333333333338e-10,1.512262553274885
29,-0.00032175,0.01779525,0.0177981584897146,0.03722009652816565,-2.0585576464423925,0.0,-2.0,1.0,-2.0,0.0,5.0,2.1961158582945338e-10,2.248e-10,2.30801342106166
30,0.01650825,0.00878625,0.018700815680739703,-1.7635772799683633,-0.938635583791258,-2.0,-1.0,1.0,-1.0,-2.0,6.0,2.0539335582128926e-10,1.8733333333333338e-10,9.640581399264699
31,0.00542025,0.00542025,0.007665391061452768,-2.7638159868818972,-2.7638159868818972,-3.0,-3.0,1.0,-3.0,-3.0,19.0,6.391422955835129e-11,5.91578947368421e-11,8.040067758778873
32,-0.00418275,0.00403425,0.005811245187135025,3.6114698624774286,-3.4832519975374012,7.0,-7.0,2.0,-3.5,3.5,102.0,2.1752870942904196e-11,2.2039215686274513e-11,1.2992510597763478
33,0.00740025,0.00155925,0.007562734996348874,-3.8702190466136908,-0.8154642138349917,-4.0,-1.0,1.0,-1.0,-4.0,18.0,6.493916787161982e-11,6.244444444444445e-11,3.9951086912061027
34,0.00819225,-0.00141075,0.008312831985851754,-3.5899598623972824,0.6182106107451514,-7.0,1.0,2.0,0.5,-3.5,54.0,4.049090680315682e-11,4.1629629629629624e-11,2.735366220174889
35,0.00175725,-0.00824175,0.00842700246973976,-0.7507772558734591,3.521251073321999,-1.0,7.0,1.0,3.5,-1.0,51.0,4.2120526257403115e-11,2.2039215686274507e-11,91.1162668262953
36,-0.00141075,-0.00784575,0.007971575040417045,0.6684651388649072,3.7176043687750107,1.0,7.0,2.0,3.5,0.5,54.0,3.914591895877869e-11,4.1629629629629624e-11,5.966208906848323
37,0.00819225,0.00551925,0.009878009952667592,-2.613964331092784,-1.7610696248751987,-5.0,-2.0,2.0,-2.0,-2.5,33.0,5.917200921650555e-11,6.812121212121213e-11,13.13717508253191
