 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,n,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,
2,0.02046825,0.00037125,0.020471616561107235,-1.9721075957600085,-0.03576978710568334,-2.0,0.0,1.0,0.0,-2.0,5.0,2.2730302584324013e-10,2.248e-10,1.1134456598043339
3,0.01769625,-0.00853875,0.01964860085667679,-1.820643088705355,0.8784921197249614,-2.0,1.0,1.0,1.0,-2.0,6.0,2.0346120065757365e-10,1.8733333333333338e-10,8.609181845679853
4,0.01591425,-0.01556775,0.02226248398371125,-1.3436172832862285,1.3143627856719093,-3.0,3.0,2.0,1.5,-1.5,22.0,1.1255608134610831e-10,1.0218181818181817e-10,10.15274864832665
5,0.01017225,-0.01952775,0.022018348941848478,-0.873738275049738,1.677322382029789,-1.0,3.0,1.0,1.5,-1.0,11.0,1.5841183615124204e-10,1.021818181818182e-10,55.02937701634005
6,0.00383625,-0.01923075,0.019609654755374965,-0.3959454477778195,1.9848362124088113,-1.0,2.0,2.0,2.0,-0.5,9.0,1.6596462775535068e-10,2.4977777777777776e-10,33.55508675275106
7,-0.00398475,-0.01923075,0.019639245864467404,0.41027683256644504,1.980031670211974,1.0,2.0,2.0,2.0,0.5,9.0,1.6608680291035333e-10,2.4977777777777776e-10,33.506173212047145
8,7.425e-05,-0.01665675,0.016656915489519662,-0.010012865417635738,2.246219475356284,0.0,2.0,1.0,2.0,0.0,5.0,2.0443795396209433e-10,2.248e-10,9.057849660990062
9,-0.01032075,-0.02002275,0.02252617140405799,0.8555413642766996,1.6597912798557553,1.0,3.0,1.0,1.5,1.0,11.0,1.5999219632464482e-10,1.021818181818182e-10,56.57599284440328
10,-0.01655775,-0.01596375,0.023000008676628797,1.3289718295568924,1.2812957101109053,3.0,3.0,2.0,1.5,1.5,22.0,1.1414052136259151e-10,1.0218181818181817e-10,11.703357205383165
11,-0.01843875,-0.00883575,0.020446466189173132,1.7800447513758093,0.852987887572032,2.0,1.0,1.0,1.0,2.0,6.0,2.0737835866944842e-10,1.8733333333333338e-10,10.700191460559624
12,-0.02140875,0.00047025,0.02141391397257867,1.9209461816627145,-0.042194193585655,2.0,0.0,1.0,0.0,2.0,5.0,2.3206566446259568e-10,2.248e-10,3.232057145282779
13,-0.02606175,0.00938025,0.027698445861185066,1.5795700472233862,-0.5685252116786926,3.0,-1.0,2.0,-0.5,1.5,14.0,1.5373381518159823e-10,1.6057142857142859e-10,4.258300153808939
14,-0.02081475,0.02195325,0.030252256165863068,1.1091242793532616,-1.1697898166306102,1.0,-1.0,1.0,-1.0,1.0,3.0,3.4209050106488147e-10,3.746666666666667e-10,8.694706121472931
15,-0.01487475,0.00789525,0.01684022446777358,1.969641165457701,-1.045450136074886,2.0,-1.0,1.0,-1.0,2.0,6.0,1.877648699685856e-10,1.8733333333333338e-10,0.23035763447627483
16,-0.01170675,0.01215225,0.016873801457436912,1.5450184367213957,-1.603814064334472,3.0,-3.0,2.0,-1.5,1.5,22.0,9.816514012105713e-11,1.0218181818181817e-10,3.93091269291561
17,-0.00655875,0.01343925,0.014954285075689843,1.0611313985580106,-2.1743182996867914,1.0,-2.0,1.0,-2.0,1.0,6.0,1.752788078891818e-10,1.8733333333333338e-10,6.434800059155643
18,-0.00735075,0.02264625,0.023809371361398855,0.5593977139932661,-1.723396997656022,1.0,-3.0,2.0,-1.5,0.5,14.0,1.4515335869424713e-10,1.6057142857142859e-10,9.602000813191298
19,0.00740025,0.02225025,0.023448610302638406,-0.5765275546055378,-1.7334390354193263,-1.0,-3.0,2.0,-1.5,-0.5,14.0,1.4424402206482177e-10,1.6057142857142859e-10,10.168313660698194
20,7.425e-05,0.01680525,0.016805414027181838,-0.009865761767854914,-2.2329507467911625,0.0,-2.0,1.0,-2.0,0.0,5.0,2.0545036523329742e-10,2.248e-10,8.607488775223562
21,0.00641025,0.01294425,0.01444454613772963,-1.1006341174089092,-2.22251599770216,-1.0,-2.0,1.0,-2.0,-1.0,6.0,1.7159638024917936e-10,1.8733333333333338e-10,8.400508763783286
22,0.01145925,0.01165725,0.01634643349862593,-1.594726791420556,-1.6222814660023366,-3.0,-3.0,2.0,-1.5,-1.5,22.0,9.643578581762435e-11,1.0218181818181817e-10,5.623341281684347
23,0.01423125,0.00730125,0.01599489694011812,-2.0541673430563305,-1.0538771586115085,-2.0,-1.0,1.0,-1.0,-2.0,6.0,1.823811263826614e-10,1.8733333333333338e-10,2.643526841995727
24,0.02482425,0.00898425,0.026400002578124873,-1.615762747641943,-0.5847675746700153,-3.0,-1.0,2.0,-0.5,-1.5,14.0,1.510979361595275e-10,1.6057142857142859e-10,5.899861822358332
25,0.01235025,0.00027225,0.01235325038704389,-2.78660598603048,-0.061428188068808176,-3.0,0.0,1.0,0.0,-3.0,10.0,1.2003077353135676e-10,1.124e-10,6.788944422915271
26,-0.01329075,0.00017325,0.01329187914197989,2.636108138944333,-0.03436267592664866,5.0,0.0,2.0,0.0,2.5,29.0,7.402475928714835e-11,7.751724137931036e-11,4.505426186507933
27,-0.00012375,-0.02596275,0.025963044922061817,0.00825844686570755,1.732622152425444,0.0,3.0,1.0,1.5,0.0,10.0,1.7767453174743953e-10,1.124e-10,58.07342682156542
