 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,lambda_exp,lambda_the,lambda_error
13,0.015106534000000007,-0.016183674000000002,0.022138624022992763,-1.2865709631156215,1.3783072308266897,-3.0,3.0,2.0,1.5,-1.5,1.1228221897799239e-10,1.0218181818181817e-10,9.88473387525947
14,0.0072438889999999955,-0.024999361,0.026027715578833304,-0.48162003450419905,1.662117283603177,-1.0,3.0,2.0,1.5,-0.5,1.5030246200953116e-10,1.6057142857142859e-10,6.3952638730677895
15,-0.00435152,-0.021981378,0.02240796075258264,0.36368433299940084,1.837124222418305,1.0,2.0,2.0,2.0,0.5,1.7647663886548265e-10,2.4977777777777776e-10,29.346541379477582
16,-0.011419953000000002,-0.019995863000000003,0.023027154918421385,0.9149276656961965,1.602000311049524,1.0,3.0,1.0,1.5,1.0,1.6149946395938219e-10,1.021818181818182e-10,58.05107682857685
17,-0.015311563999999998,-0.013562793,0.020454665631267233,1.4772088070276732,1.3084931929548986,3.0,3.0,2.0,1.5,1.5,1.0832025271834395e-10,1.0218181818181817e-10,6.0073647599451565
18,-0.020632743999999998,-0.005541311000000002,0.02136390068709965,1.8581443836139446,0.49903958060586495,2.0,1.0,1.0,0.5,2.0,2.1162225246556798e-10,1.8733333333333338e-10,12.965615195143018
19,-0.027701179,0.0018448060000000005,0.027762539998488555,1.6732167041829835,-0.11143064398728277,3.0,0.0,2.0,0.0,1.5,1.5966662626674373e-10,1.7292307692307693e-10,7.666096909801226
20,-0.013246628,0.019793864,0.02381743490430655,1.0075554086273448,-1.5055465232989174,1.0,-3.0,1.0,-1.5,1.0,1.6377772747122687e-10,1.021818181818182e-10,60.28069414443908
21,0.000969661,0.023447210999999996,0.023467252632837995,-0.07545057126866771,-1.8244576863532604,0.0,-2.0,1.0,-2.0,0.0,2.414459302210356e-10,2.248e-10,7.404773229998038
22,0.021619022000000005,0.015425731,0.026558149203603124,-1.3946498109677747,-0.9951186886802621,-3.0,-1.0,2.0,-1.0,-1.5,1.514303260548771e-10,1.6057142857142859e-10,5.692857439133482
23,0.010103032999999996,-0.008638715,0.01329280529648704,-2.0036072642626914,1.7132075217308587,-2.0,3.0,1.0,1.5,-2.0,1.0654468343815342e-10,8.028571428571429e-11,32.70690107955051
24,0.004623010999999999,-0.016104253,0.016754676821536425,-0.6173726969358704,2.150617012753719,-1.0,2.0,2.0,2.0,-0.5,1.528767540391879e-10,2.4977777777777776e-10,38.79489384552085
25,0.009070567000000003,-0.017454402999999997,0.019670571160693272,-0.9315330466972228,1.7925398935778918,-1.0,2.0,1.0,2.0,-1.0,2.0357202349039944e-10,1.8733333333333338e-10,8.668339941494335
26,0.0015256049999999995,-0.019598760000000003,0.01965804833022915,-0.1568376208482199,2.0148222442737533,0.0,2.0,1.0,2.0,0.0,2.2293280484083722e-10,2.248e-10,0.8306028288090588
27,-0.012849524999999999,-0.003476375,0.013311479101371492,2.542038267301644,0.6877357942407019,5.0,1.0,2.0,0.5,2.5,7.285072624560788e-11,7.493333333333334e-11,2.7792799213418022
28,-0.026033346,0.015187470000000002,0.030139581101213335,1.394699124482434,-0.8136468939529798,3.0,-1.0,2.0,-1.0,1.5,1.5816732362628723e-10,1.6057142857142859e-10,1.497218382205469
29,-0.01491446,-0.0073679850000000005,0.01663515314182064,2.0156601864690127,0.9957688055082712,2.0,1.0,1.0,1.0,2.0,1.8648918129580918e-10,1.8733333333333338e-10,0.45061496664993306
