 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,
2,-0.0010457750000000014,0.010233468999999997,0.010286764949418546,0.3100525014927099,-3.034029941811666,1.0,-3.0,2.0,-3.0,0.5,9.359500832265994e-11,1.6057142857142859e-10,41.71129374923314
3,0.0022898920000000034,0.010233468999999997,0.010486538663716686,-0.6557675229699745,-2.930608350751918,-1.0,-3.0,2.0,-3.0,-0.5,9.49076065667194e-11,1.6057142857142859e-10,40.893839326776174
4,0.004910772000000004,0.008089114000000001,0.00946305695539132,-1.6944164572389653,-2.791073966798317,-3.0,-3.0,2.0,-3.0,-1.5,7.017532734597652e-11,1.0218181818181817e-10,31.323078220129734
5,0.009040644,0.0057859170000000015,0.010733595831110143,-2.4829107850438445,-1.5890367678086348,-5.0,-3.0,2.0,-1.5,-2.5,5.857539528482173e-11,5.915789473684212e-11,0.9846520986109657
6,0.009120063999999999,0.0011000999999999986,0.0091861737069411,-3.322761578409247,-0.4008053027268239,-7.0,-1.0,2.0,-0.5,-3.5,4.37889758166131e-11,4.1629629629629624e-11,5.187041552362435
7,0.010152532999999997,-0.0020767249999999985,0.01036275605433776,-2.9703141996387936,0.6075849008562564,-3.0,1.0,1.0,0.5,-3.0,1.061553388264567e-10,1.021818181818182e-10,3.8886767874576074
8,0.008802383000000002,-0.005174129,0.010210463132852008,-2.645085029320289,1.5548075058392659,-5.0,3.0,2.0,1.5,-2.5,5.650251594803775e-11,5.915789473684212e-11,4.488629625203106
9,0.007055127999999997,-0.010415889,0.012580364651181815,-1.4631294029873245,2.1601016245420697,-3.0,2.0,2.0,2.0,-1.5,9.756761621199248e-11,1.3223529411764707e-10,26.216660337906045
10,0.0014162670000000034,-0.011686618999999999,0.011772122827529876,-0.33000857189573923,2.7231337357148067,-1.0,5.0,2.0,2.5,-0.5,7.028695292025421e-11,7.493333333333334e-11,6.200685604642967
11,-0.0025547670000000034,-0.013195611000000001,0.013440646713890298,0.47244898351313475,2.4402432800269973,1.0,5.0,2.0,2.5,0.5,7.659564873523896e-11,7.493333333333334e-11,2.2183924402655157
12,-0.006366956000000002,-0.011289517,0.012961146662206437,1.2536940066296827,2.2229774794491926,3.0,2.0,2.0,2.0,1.5,9.945445561107996e-11,1.3223529411764707e-10,24.789780009414628
13,-0.012800025,-0.008350953000000001,0.015283293362650408,1.9029846898269016,1.2415394270295594,2.0,1.0,1.0,1.0,2.0,1.8484285813974646e-10,1.8733333333333338e-10,1.3294351567189957
14,-0.013355968000000001,0.0030061939999999994,0.01369010896898414,2.3930752097790946,-0.5386392313298933,5.0,-1.0,2.0,-0.5,2.5,7.746968067136995e-11,7.493333333333334e-11,3.3848051664189693
15,-0.013117707000000001,-0.0013619389999999984,0.013188218787143699,2.506468564578016,0.2602327747046655,5.0,1.0,2.0,0.5,2.5,7.569355274718584e-11,7.493333333333334e-11,1.0145276875255862
16,-0.010496826,0.006341861000000001,0.012263872023859227,2.276034211149128,-1.3751102093482757,5.0,-3.0,2.0,-1.5,2.5,6.418061126676262e-11,5.915789473684212e-11,8.490357123531103
17,-0.007002319,0.011107097000000002,0.013130120911292861,1.348220020741988,-2.1385501785513163,3.0,-2.0,2.0,-2.0,1.5,1.002738026935753e-10,1.3223529411764707e-10,24.170167002189505
18,-0.0038254939999999987,0.016587119000000004,0.017022541557129393,0.4758005677193865,-2.0630435277193033,1.0,-2.0,2.0,-2.0,0.5,1.6001266517701697e-10,2.4977777777777776e-10,35.93798992023341
19,0.004195986000000005,0.018334372,0.018808388956701744,-0.444167016327668,-1.940788960564103,-1.0,-2.0,2.0,-2.0,-0.5,1.6816341827356244e-10,2.4977777777777776e-10,32.67478805773745
20,0.009517167000000002,0.011663042000000002,0.015053339044864866,-1.4513826896497244,-1.7786319466137035,-3.0,-2.0,2.0,-2.0,-1.5,1.0886958816825972e-10,1.3223529411764707e-10,17.66979542435876
21,0.014441244000000006,0.0038004000000000015,0.014932935693544529,-2.2322702962480987,-0.587450778746019,-2.0,-1.0,1.0,-0.5,-2.0,1.8241183867890384e-10,1.8733333333333338e-10,2.6271323778093634
22,0.018332855999999998,-0.0037445579999999972,0.018711368836407984,-1.956733894490539,0.39967060006829813,-2.0,1.0,1.0,0.5,-2.0,2.0544887956746452e-10,1.8733333333333338e-10,9.670220409678537
23,0.013170517,-0.010018786,0.01654806910068619,-1.7158582645626475,1.3052499578402692,-3.0,3.0,2.0,1.5,-1.5,1.0083551200674511e-10,1.0218181818181817e-10,1.3175594240038861
