 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,
2,0.00040709999999999857,-0.016263094000000002,0.01626818849358576,-0.05711178567821257,2.281538538424535,0.0,5.0,1.0,2.5,0.0,6.328047660343448e-11,3.092307692307693e-11,104.6383571752856
3,-0.01507992,-0.012053801000000001,0.019305390587967937,1.5961193255831767,1.2758227313429926,3.0,3.0,2.0,1.5,1.5,7.53487551109218e-11,7.309090909090909e-11,3.0890928134502142
4,-0.021354148,-0.0005378139999999984,0.02136091947235652,1.9235352597005935,0.04844511671271605,2.0,0.0,1.0,0.0,2.0,1.6581135635872386e-10,1.608e-10,3.116515148460108
5,-0.013253246000000002,0.017093564000000006,0.021629573730395434,1.1705927496068131,-1.5097887780352104,1.0,-3.0,1.0,-1.5,1.0,1.1242034820408462e-10,7.309090909090909e-11,53.80893411006602
6,-6.942499999999928e-05,0.020190967000000004,0.020191086355758923,0.006837792617564322,-1.9886445098175922,0.0,-2.0,1.0,-2.0,0.0,1.615325352694917e-10,1.608e-10,0.45555675963414094
7,0.013670342000000004,0.010183968999999998,0.01704674382367275,-1.7738395695648914,-1.3214539319807936,-2.0,-3.0,1.0,-1.5,-2.0,8.851831161376743e-11,5.742857142857143e-11,54.136363506560194
8,0.015417597000000002,9.755299999999988e-05,0.015417905624377717,-2.368026320818686,-0.014983403164243103,-5.0,0.0,2.0,0.0,-2.5,5.8080385072520964e-11,5.544827586206898e-11,4.7469631283027125
9,0.009302208,-0.011894961,0.0151003698917207,-1.4802311934100645,1.8928078491253018,-3.0,2.0,2.0,2.0,-1.5,7.492300933411502e-11,9.458823529411764e-11,20.790350828360978
10,0.019785731,0.019793864,0.027987000611978004,-1.181004838002201,-1.1814902945338535,-1.0,-1.0,1.0,-1.0,-1.0,2.3841643333574826e-10,2.6800000000000006e-10,11.038644277705892
11,0.024153861,-0.003476375,0.024402749524345527,-1.7702567892675096,0.25478644783911936,-2.0,1.0,1.0,0.5,-2.0,1.6018494482057678e-10,1.3400000000000003e-10,19.541003597445336
12,0.017244269,-0.016819038,0.024088272096391743,-1.2891141291473955,1.2573255221469206,-3.0,3.0,2.0,1.5,-1.5,8.321937147925279e-11,7.309090909090909e-11,13.857349038778684
13,0.0289191,0.009628025000000002,0.03047971801396176,-1.5244030734565666,-0.5075189373568563,-3.0,-1.0,2.0,-0.5,-1.5,1.1354468679057914e-10,1.1485714285714286e-10,1.1426856300927888
