 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,n,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,
2,-0.00913275,0.00928125,0.01302108767058267,1.783974190058921,-1.812981900466383,2.0,-2.0,1.0,-2.0,2.0,9.0,1.3708825296145582e-10,1.2488888888888888e-10,9.768174079457516
3,-0.00319275,0.00987525,0.010378545906098793,0.9315374589817256,-2.881267024292314,1.0,-3.0,1.0,-3.0,1.0,11.0,1.0627252174238925e-10,1.021818181818182e-10,4.003357577071316
4,0.00017325,0.01056825,0.010569669986570064,-0.048914555142843125,-2.983787863713431,0.0,-3.0,1.0,-3.0,0.0,10.0,1.1293555296670323e-10,1.124e-10,0.4764706109459353
5,0.00304425,0.00888525,0.00939229075492236,-1.0649141971936502,-3.1081642015652067,-1.0,-3.0,1.0,-3.0,-1.0,11.0,9.867929156532337e-11,1.021818181818182e-10,3.427739571302766
6,0.00759825,0.00749925,0.010675774146402686,-2.107097917097106,-2.0796438725746675,-2.0,-2.0,1.0,-2.0,-2.0,9.0,1.1989851908383943e-10,1.2488888888888888e-10,3.9958477086694866
7,0.00878625,0.00294525,0.00926675167601895,-3.150249847225116,-1.0559992445627853,-3.0,-1.0,1.0,-1.0,-3.0,11.0,9.767220689336254e-11,1.021818181818182e-10,4.413320655961943
8,0.01027125,7.425e-05,0.010271518369987954,-3.0533999477984346,-0.022072770706976635,-3.0,0.0,1.0,0.0,-3.0,10.0,1.1062360691075872e-10,1.124e-10,1.580420897901486
9,0.00957825,-0.00319275,0.010096361999502593,-2.937358507663865,0.9791195025546215,-3.0,1.0,1.0,1.0,-3.0,11.0,1.0415704250757807e-10,1.021818181818182e-10,1.9330487173806647
10,0.00898425,-0.00883575,0.012601080355469526,-1.8578635765006128,1.8271550876328342,-2.0,2.0,1.0,2.0,-2.0,9.0,1.3423694780069343e-10,1.2488888888888888e-10,7.485100552156671
11,0.00383625,-0.01131075,0.011943612503133211,-0.8713913344305159,2.569198966675779,-1.0,5.0,1.0,2.5,-1.0,27.0,7.4813251844197e-11,4.1629629629629624e-11,79.71154802431667
12,0.00017325,-0.01338975,0.013390870794126871,-0.03224420117729375,2.4920161195594166,0.0,5.0,1.0,2.5,0.0,26.0,8.208737119238302e-11,4.323076923076924e-11,89.88181948415996
13,-0.00398475,-0.01239975,0.013024286261634455,0.7780424678906582,2.421113518094533,1.0,5.0,1.0,2.5,1.0,27.0,7.916026882946151e-11,4.1629629629629624e-11,90.15367067575276
14,-0.01081575,-0.01091475,0.015365943369184986,1.5935255038090104,1.6081115496104659,3.0,3.0,2.0,1.5,1.5,22.0,9.68254776009399e-11,1.0218181818181817e-10,5.241970319364854
15,-0.01259775,-0.00418275,0.013273985935844591,2.3803239208317875,0.7903236593724402,5.0,1.0,2.0,1.0,2.5,30.0,7.60020723897515e-11,7.493333333333334e-11,1.4262531891701367
16,-0.01358775,7.425e-05,0.013587952867338037,2.4661039311680857,-0.013475977765945826,5.0,0.0,2.0,0.0,2.5,29.0,7.843211822836017e-11,7.751724137931036e-11,1.1802236931692316
17,-0.01170675,0.00403425,0.012382373303409973,2.49600810293852,-0.8601465555580946,5.0,-1.0,2.0,-1.0,2.5,30.0,7.26907274187958e-11,7.493333333333334e-11,2.992801487372157
18,0.00690525,0.01334025,0.015021476213242159,-1.0568197901568612,-2.0416697738155847,-1.0,-2.0,1.0,-2.0,-1.0,6.0,1.830325157787336e-10,1.8733333333333338e-10,2.2958100825265753
19,-0.00735075,0.01532025,0.016992456727177502,0.9169075635884684,-1.9109958985227675,1.0,-2.0,1.0,-2.0,1.0,6.0,1.9579460419689005e-10,1.8733333333333338e-10,4.516692631791814
20,0.00017325,0.01878525,0.018786048896055816,-0.018374264947789178,-1.9922952993388552,0.0,-2.0,1.0,-2.0,0.0,5.0,2.25487019314209e-10,2.248e-10,0.3056135739363964
21,0.01334025,0.00670725,0.014931492645579678,-2.0624186124755246,-1.036948875660236,-2.0,-1.0,1.0,-1.0,-2.0,6.0,1.8240168700915155e-10,1.8733333333333338e-10,2.6325514186024033
22,0.01492425,-0.00705375,0.01650722954117377,-1.9522609030718723,0.9227103770737706,-2.0,1.0,1.0,1.0,-2.0,6.0,1.928316219813474e-10,1.8733333333333338e-10,2.9350295274096165
