 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,n,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,
2,-0.00735075,0.01512225,0.016814159825129533,0.9328861529959501,-1.9191698299007593,1.0,-2.0,1.0,-2.0,1.0,6.0,1.947187226800862e-10,1.8733333333333338e-10,3.9423786548502626
3,0.00017325,0.01829025,0.018291070516101567,-0.019177638811821662,-2.024610725990887,0.0,-2.0,1.0,-2.0,0.0,5.0,2.2259790469297285e-10,2.248e-10,0.9795797629124284
4,0.00650925,0.01294425,0.014488752314295389,-1.0588357091838532,-2.105593444498689,-1.0,-2.0,1.0,-2.0,-1.0,6.0,1.7923206441982705e-10,1.8733333333333338e-10,4.324520772334338
5,0.01274625,0.00650925,0.014312135571779636,-2.116993862804272,-1.0811056037233466,-2.0,-1.0,1.0,-1.0,-2.0,6.0,1.7793652027545237e-10,1.8733333333333338e-10,5.016092379651783
6,0.01442925,-0.00695475,0.016017858880793025,-1.9837469874748195,0.9561456320418942,-2.0,1.0,1.0,1.0,-2.0,6.0,1.897284916286639e-10,1.8733333333333338e-10,1.2785542501764302
7,0.00888525,-0.00863775,0.0123918680038564,-1.891895328303658,1.839196294089071,-2.0,2.0,1.0,2.0,-2.0,9.0,1.327811417750385e-10,1.2488888888888888e-10,6.319419570760367
8,0.00383625,-0.01111275,0.011756276052602712,-0.8960244781772762,2.5955805851715934,-1.0,5.0,1.0,2.5,-1.0,27.0,7.402153317637884e-11,4.1629629629629624e-11,77.8097327190595
9,7.425e-05,-0.01338975,0.01338995586717895,-0.013820570009835305,2.4923094584403,0.0,5.0,1.0,2.5,0.0,26.0,8.208388005241679e-11,4.323076923076924e-11,89.87374389349075
10,-0.00408375,-0.01269675,0.013337333864944671,0.765307192702817,2.379409635494213,1.0,5.0,1.0,2.5,1.0,27.0,8.035201084091731e-11,4.1629629629629624e-11,93.016396148111
11,-0.01101375,-0.01111275,0.015645954800682507,1.5744860109719603,1.5886386942166524,3.0,3.0,2.0,1.5,1.5,22.0,9.780899352565013e-11,1.0218181818181817e-10,4.27945473468402
12,-0.01279575,-0.00428175,0.013493131627794934,2.350482016773219,0.7865249301774988,5.0,1.0,2.0,1.0,2.5,30.0,7.678096903516678e-11,7.493333333333334e-11,2.4657060077848487
13,-0.01398375,7.425e-05,0.013983947122504432,2.416139409874122,-0.012829058813490914,5.0,0.0,2.0,0.0,2.5,29.0,7.981897065433587e-11,7.751724137931036e-11,2.969312676856754
14,-0.01170675,0.00393525,0.012350473194375997,2.5072978336455116,-0.842833732663079,5.0,-1.0,2.0,-1.0,2.5,30.0,7.256789893314762e-11,7.493333333333334e-11,3.1567185055859204
