 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,
2,-0.016423451000000002,0.003353797000000002,0.01676238936030929,2.191561908165123,-0.44753406290300796,2.0,-1.0,1.0,-0.5,2.0,1.872829245719089e-10,1.8733333333333338e-10,0.026908591507727748
3,-0.014596778,0.008357294000000001,0.016819937306176858,1.936717415150454,-1.108855449698036,2.0,-1.0,1.0,-1.0,2.0,1.8763951758024844e-10,1.8733333333333338e-10,0.16344354817529805
4,-0.009910961,0.011057597000000002,0.014849161570874297,1.6229347935294964,-1.8106981658113057,3.0,-2.0,2.0,-2.0,1.5,1.0368665372896665e-10,1.3223529411764707e-10,21.589274315283234
5,-0.004589781000000003,0.016140517,0.016780416522102482,0.6113688071135478,-2.1499519529332516,1.0,-2.0,2.0,-2.0,0.5,1.530072052187386e-10,2.4977777777777776e-10,38.742666949793254
6,0.002558075000000001,0.014313842000000004,0.01454062655137629,-0.4342415890220543,-2.4298214458491714,-1.0,-5.0,2.0,-2.5,-0.5,7.70553878476003e-11,7.493333333333334e-11,2.8319232841640933
7,0.007799832999999999,0.014313842000000004,0.016301026582054675,-1.090538125355404,-2.0012980305236603,-1.0,-2.0,1.0,-2.0,-1.0,1.8436934248129884e-10,1.8733333333333338e-10,1.5822015224383688
8,0.011770866999999999,0.010978178,0.01609576659036074,-1.6811501570352565,-1.5679359616127682,-3.0,-3.0,2.0,-1.5,-1.5,9.559013481388756e-11,1.0218181818181817e-10,6.450935680359134
9,0.019554083,0.005895255000000001,0.02042342266824819,-1.891108399832037,-0.5701400699614406,-2.0,-1.0,1.0,-0.5,-2.0,2.072682582526626e-10,1.8733333333333338e-10,10.641418996083203
10,0.019395244000000006,-0.0033175329999999992,0.019676928495718667,-1.9908276019136342,0.3405286505629597,-2.0,1.0,1.0,0.5,-2.0,2.036040592790613e-10,1.8733333333333338e-10,8.685440896296035
11,0.019712928,-0.01054481,0.022356040532019172,-1.6534956518022845,0.8844854241886971,-3.0,1.0,2.0,1.0,-1.5,1.4135393566846826e-10,1.6057142857142859e-10,11.968189530313365
12,0.015027110999999998,-0.016104253,0.02202637123300908,-1.290008479384531,1.3824761741730514,-3.0,3.0,2.0,1.5,-1.5,1.1203203597871717e-10,1.0218181818181817e-10,9.639892861733902
13,-0.00435152,-0.021981378,0.02240796075258264,0.36368433299940084,1.837124222418305,1.0,2.0,2.0,2.0,0.5,1.7647663886548265e-10,2.4977777777777776e-10,29.346541379477582
14,-0.011499374,-0.019916442,0.022997831731083693,0.9231073684310228,1.5987839305973608,1.0,3.0,1.0,1.5,1.0,1.614126202637268e-10,1.021818181818182e-10,57.96608744670769
15,-0.015390983,-0.013642214,0.020566778078446927,1.4720192555957334,1.304764074975438,3.0,3.0,2.0,1.5,1.5,1.0859852714907132e-10,1.0218181818181817e-10,6.279697387881203
16,-0.020632743999999998,-0.005541311000000002,0.02136390068709965,1.8581443836139446,0.49903958060586495,2.0,1.0,1.0,0.5,2.0,2.1162225246556798e-10,1.8733333333333338e-10,12.965615195143018
17,-0.027621758000000003,0.0017653860000000023,0.027678115953575312,1.6759358912220585,-0.10711388316634113,3.0,0.0,2.0,0.0,1.5,1.5949593695012346e-10,1.7292307692307693e-10,7.764805144501562
18,-0.026112767,0.015028627999999997,0.030128661768466795,1.3996869983634246,-0.8055590284568662,3.0,-1.0,2.0,-1.0,1.5,1.5814886426466818e-10,1.6057142857142859e-10,1.5087144259184015
19,-0.013246628,0.019635022000000005,0.02368559144946286,1.0161713869086648,-1.5062359672002679,1.0,-3.0,1.0,-1.5,1.0,1.6340582090853315e-10,1.021818181818182e-10,59.91672864714097
20,0.000969661,0.023526633,0.023546607033107975,-0.07505986907479685,-1.8211581086078488,0.0,-2.0,1.0,-2.0,0.0,2.417833136738595e-10,2.248e-10,7.554854837126114
21,0.021698439000000007,0.015425731,0.026622836661803758,-1.3947038553263997,-0.991514942477104,-3.0,-1.0,2.0,-1.0,-1.5,1.5156535107609404e-10,1.6057142857142859e-10,5.60876712342899
22,0.007164468999999997,-0.024919940999999998,0.025929386330868723,-0.4790518700381716,1.6662706387997364,-1.0,3.0,2.0,1.5,-0.5,1.5008925799785217e-10,1.6057142857142859e-10,6.528042172156131
23,0.009070563999999998,-0.017374983,0.019600131773240326,-0.9369186629349976,1.7947005104509839,-1.0,2.0,1.0,2.0,-1.0,2.032161054490243e-10,1.8733333333333338e-10,8.478348104461347
24,0.004702431000000004,-0.015945412,0.01662435024773916,-0.636214115385867,2.1573301532852214,-1.0,2.0,2.0,2.0,-0.5,1.5221247592801811e-10,2.4977777777777776e-10,39.0608414878931
25,0.0015256049999999995,-0.019598760000000003,0.01965804833022915,-0.1568376208482199,2.0148222442737533,0.0,2.0,1.0,2.0,0.0,2.2293280484083722e-10,2.248e-10,0.8306028288090588
26,0.012088546999999998,0.0035126389999999993,0.012588550405647584,-2.638020555474786,-0.7665448863260735,-5.0,-1.0,2.0,-1.0,-2.5,7.01948658424634e-11,7.493333333333334e-11,6.323577612370918
