 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,lambda_exp,lambda_the,lambda_error
27,-0.0025248439999999974,0.009310342000000004,0.00964662144905148,0.8908611155037279,-3.285043218448832,1.0,-7.0,1.0,-3.5,1.0,4.436619206213161e-11,2.2039215686274507e-11,101.30567572675375
28,-0.014755619,0.029800860999999998,0.03325386606718807,0.6869340781196507,-1.3873512848364307,1.0,-3.0,2.0,-1.5,0.5,1.629966517588777e-10,1.6057142857142859e-10,1.5103703124683037
29,-0.0026042670000000034,0.033057112,0.03315953649235515,0.12172637718736144,-1.5451267032285274,0.0,-3.0,1.0,-1.5,0.0,1.9270111664608685e-10,1.124e-10,71.44227459616269
30,0.013835803,0.025591572999999996,0.02909223355586741,-0.7802904451297854,-1.4432743721301462,-1.0,-3.0,1.0,-1.5,-1.0,1.7637838090645433e-10,1.021818181818182e-10,72.61229448140546
31,-0.012690683000000001,-0.003555796000000002,0.013179420328683088,2.554793116181661,0.7158261807773695,5.0,1.0,2.0,0.5,2.5,7.237599390206343e-11,7.493333333333334e-11,3.412819525716067
32,-0.004192678,-0.012927428,0.013590325364275426,0.7999810109660057,2.4666089121631205,1.0,5.0,1.0,2.5,1.0,7.783226444886176e-11,4.1629629629629624e-11,86.96362456577114
33,-0.01491446,-0.007288563999999998,0.01660012898364636,2.022767584825892,0.9885085346119765,2.0,1.0,1.0,1.0,2.0,1.8626939245124233e-10,1.8733333333333338e-10,0.5679399726464693
34,-0.014993881,-0.0011731759999999995,0.015039707755443155,2.402365200028022,0.1879698255513748,5.0,0.0,2.0,0.0,2.5,8.000171328985748e-11,7.751724137931036e-11,3.2050571799762686
35,0.009944192000000003,-0.008479874,0.013068864433788425,-2.0316647864078727,1.7324948471404884,-2.0,3.0,1.0,1.5,-2.0,1.0536063606668908e-10,8.028571428571429e-11,31.232108979861827
36,0.011612025000000002,-0.0036352170000000005,0.01216774125455148,-2.691330428144186,0.8425378110197853,-5.0,1.0,2.0,1.0,-2.5,6.858328013298804e-11,7.493333333333334e-11,8.474270285158314
37,0.016059578,0.0013682799999999988,0.01611776149769204,-2.2884158251513216,-0.19497359178666135,-5.0,0.0,2.0,0.0,-2.5,8.332306434711837e-11,7.751724137931036e-11,7.4897182413893315
