 ,X,Y,r,u,v,h,k,l,v_rounded,u_rounded,n,lambda_exp,lambda_the,lambda_error
1,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,
2,0.020472800000000003,0.00033581399999999846,0.02047555398231257,-1.9719425236879984,-0.03234564430120738,-2.0,0.0,1.0,0.0,-2.0,5.0,2.273235788990599e-10,2.248e-10,1.1225884782294981
3,0.017693078,-0.008479875,0.019620226531049764,-1.824549235963701,0.8744634174063827,-2.0,1.0,1.0,1.0,-2.0,6.0,2.0331782078249452e-10,1.8733333333333338e-10,8.532644545815549
4,0.015945828000000002,-0.015548308,0.022271491020325697,-1.3454348087543324,1.311893919866278,-3.0,3.0,2.0,1.5,-1.5,22.0,1.125759074919559e-10,1.0218181818181817e-10,10.1721514600992
5,0.010068699999999996,-0.019439918,0.021892673010318404,-0.8726218197949449,1.6847951197100433,-1.0,3.0,1.0,1.5,-1.0,11.0,1.5801229853907847e-10,1.021818181818182e-10,54.638370456393496
6,6.17029999999977e-05,-0.025872988,0.025873061575862125,-0.0041392582493966126,1.7356527075757024,0.0,3.0,1.0,1.5,0.0,10.0,1.7744280129996784e-10,1.124e-10,57.867260943031894
7,-0.010262977999999999,-0.019837022,0.02233464034312995,0.8621306001319884,1.6663880290585693,1.0,3.0,1.0,1.5,1.0,11.0,1.594024789835701e-10,1.021818181818182e-10,55.99886733267535
8,-0.016457785,-0.015945412,0.022915384591055174,1.328502301915845,1.287142622594507,3.0,3.0,2.0,1.5,1.5,22.0,1.1396265767110389e-10,1.0218181818181817e-10,11.529291315137268
9,-0.0184433,-0.008876977999999999,0.020468415993976766,1.7774466048122488,0.8555060323853663,2.0,1.0,1.0,1.0,2.0,6.0,2.0748306953544872e-10,1.8733333333333338e-10,10.756086940630958
10,-0.021223022,0.0005740750000000007,0.021230784839899562,1.9302220843508742,-0.05221180296914028,2.0,0.0,1.0,0.0,2.0,5.0,2.3116409337735619e-10,2.248e-10,2.831002392062366
11,-0.014710530000000001,0.0078013499999999986,0.01665114875026345,1.9849120349591023,-1.0526468797472415,2.0,-1.0,1.0,-1.0,2.0,6.0,1.8658937265233394e-10,1.8733333333333338e-10,0.3971320361207004
12,-0.011692547,0.012090064,0.016819194477480332,1.5514948050145327,-1.604241700999211,3.0,-3.0,2.0,-1.5,1.5,22.0,9.79891433393161e-11,1.0218181818181817e-10,4.103151536256476
13,-0.006450789000000001,0.013440214,0.01490811963623572,1.0491930004457952,-2.1859928224738994,1.0,-2.0,1.0,-2.0,1.0,6.0,1.7495096160711984e-10,1.8733333333333338e-10,6.609806971288366
14,-0.007165572,0.022653004999999997,0.02375929413129121,0.5470689551123885,-1.729485905033919,1.0,-3.0,2.0,-1.5,0.5,14.0,1.4502841509119037e-10,1.6057142857142859e-10,9.679812665628782
15,6.17029999999977e-05,0.016696457999999997,0.01669657201361923,-0.00828790638603185,-2.242657259490101,0.0,-2.0,1.0,-2.0,0.0,5.0,2.047093919845621e-10,2.248e-10,8.937103209714369
16,0.007447818999999996,0.022335322,0.023544354242587436,-0.5766082690941914,-1.7291949976337262,-1.0,-3.0,2.0,-1.5,-0.5,14.0,1.444874574410213e-10,1.6057142857142859e-10,10.016707999363964
17,0.0064947720000000046,0.013201953,0.01471304272902764,-1.0804319059730387,-2.196198918508066,-1.0,-2.0,1.0,-2.0,-1.0,6.0,1.7355325036694687e-10,1.8733333333333338e-10,7.355916174227674
18,0.011418849999999998,0.011613542000000001,0.016286942411277323,-1.5988494169380205,-1.6261098845580089,-3.0,-3.0,2.0,-1.5,-1.5,22.0,9.623648790455381e-11,1.0218181818181817e-10,5.818383723301419
19,0.014357411,0.007483669000000002,0.016190755149914474,-2.0303891273455075,-1.058321738526022,-2.0,-1.0,1.0,-1.0,-2.0,6.0,1.8365829322316268e-10,1.8733333333333338e-10,1.9617651833651415
20,-0.025829417,0.009548606,0.027537876808191385,1.5789920997027893,-0.5837210122541538,3.0,-1.0,2.0,-0.5,1.5,14.0,1.5341904753398275e-10,1.6057142857142859e-10,4.454329827590825
21,0.024999777999999997,0.008913239000000002,0.026541189301167438,-1.6142811446233565,-0.5755440570400884,-3.0,-1.0,2.0,-0.5,-1.5,14.0,1.513948355194653e-10,1.6057142857142859e-10,5.714960085742258
22,-0.01324125,0.00032175,0.013245158535291299,2.6425143322081035,-0.06421062863309411,5.0,0.0,2.0,0.0,2.5,29.0,7.385422311923648e-11,7.751724137931036e-11,4.725423912017019
23,-0.01631025,-0.00284625,0.016556732592060548,2.221767573306895,0.38771361294429885,2.0,1.0,1.0,0.5,2.0,6.0,1.8599628444962687e-10,1.8733333333333338e-10,0.7137271621209131
24,2.475e-05,-0.01640925,0.016409268665147754,-0.0034222656204881343,2.268962106383633,0.0,5.0,1.0,2.5,0.0,26.0,8.890078941171939e-11,4.323076923076924e-11,105.64239543636154
25,-0.00383625,-0.01908225,0.019464045805664347,0.40072217959920187,1.9932696804579653,1.0,2.0,2.0,2.0,0.5,9.0,1.6535971567191163e-10,2.4977777777777776e-10,33.79726685733075
26,0.00388575,-0.01888425,0.019279884624265782,-0.41216181974609584,2.0030539392756124,-1.0,2.0,2.0,2.0,-0.5,9.0,1.6458568494210496e-10,2.4977777777777776e-10,34.107154605029145
27,0.00715275,-0.01106325,0.013174116028219881,-1.4409534681194756,2.2287411773335832,-3.0,2.0,2.0,2.0,-1.5,17.0,9.612042809430834e-11,1.3223529411764707e-10,27.31106416355687
28,0.01259775,0.00022275,0.012599719148655656,-2.7448394976665944,-0.048533507817287526,-5.0,0.0,2.0,0.0,-2.5,29.0,7.143769052266004e-11,7.751724137931036e-11,7.842836959201927
29,-0.00769725,-0.01126125,0.013640506190204234,1.4592776525889022,2.134956051215275,3.0,2.0,2.0,2.0,1.5,17.0,9.832149604104628e-11,1.3223529411764707e-10,25.646555484973906
30,-0.02056725,0.02190375,0.030046398064077495,1.10680594566491,-1.1787283536864566,1.0,-1.0,1.0,-1.0,1.0,3.0,3.4133936760285506e-10,3.746666666666667e-10,8.895186582867879
31,0.02031975,0.02101275,0.02923059873873609,-1.1380649941387184,-1.176878416594119,-1.0,-1.0,1.0,-1.0,-1.0,3.0,3.382734585188135e-10,3.746666666666667e-10,9.713489719177904
32,2.475e-05,0.00962775,0.009627781812286774,-0.0087642333764895,-3.4092867834544154,0.0,-7.0,1.0,-3.5,0.0,50.0,4.4739861000600846e-11,2.248e-11,99.02073398843793
33,0.01566675,-0.00284625,0.015923196746413706,-2.2785532746374386,0.4139551762769438,-5.0,1.0,2.0,0.5,-2.5,30.0,8.135216750247373e-11,7.493333333333334e-11,8.566059834262091
