 ,Area,Mean,Min,Max,X,Y
1,0.000,65535,65535,65535,27373.500,26086.500
2,0.000,65535,65535,65535,27534.203,42941.800
3,0.000,65535,65535,65535,33967.272,39209.033
4,0.000,65535,65535,65535,38891.350,37779.461
5,0.000,65535,65535,65535,41750.489,33649.589
6,0.000,65535,65535,65535,47945.300,26501.733
7,0.000,65535,65535,65535,45245.000,17606.628
8,0.000,65535,65535,65535,43497.744,10617.612
9,0.000,65535,65535,65535,37382.355,6487.740
10,0.000,65535,65535,65535,27375.361,134.091
11,0.000,65535,65535,65535,17130.103,6249.478
12,0.000,65535,65535,65535,10935.294,10220.509
13,0.000,65535,65535,65535,8949.779,17288.945
14,0.000,65535,65535,65535,6011.217,26581.156
15,0.000,60071,60071,60071,1404.821,35476.264
16,0.000,64514,64514,64514,12523.707,33729.011
17,0.000,65535,65535,65535,15779.951,38176.567
18,0.000,65535,65535,65535,20942.292,39526.717
19,0.000,65535,65535,65535,20148.085,48739.509
20,0.000,65535,65535,65535,34761.481,48421.825
21,0.000,51252,51252,51252,52551.694,35079.161
22,0.000,44548,44548,44548,6567.161,47945.300
23,0.000,50373,50373,50373,40003.239,26263.472
24,0.000,42126,42126,42126,14112.118,26263.472
25,0.000,41190,41190,41190,31346.395,6884.843
26,0.000,49610,49610,49610,23404.331,6964.264
27,0.000,40271,40271,40271,27375.361,9505.724
28,0.000,40111,40111,40111,27454.783,35793.947
